TimeStamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
2.5255,9.16,69.57,69.57,69.57,69.57,69.57,69.57,69.57
2.5265,9.16,69.62,69.62,69.62,69.62,69.62,69.62,69.62
2.5275,9.16,69.67,69.67,69.67,69.67,69.67,69.67,69.67
2.5285,9.16,69.71,69.71,69.71,69.71,69.71,69.71,69.71
2.5295,9.16,69.76,69.76,69.76,69.76,69.76,69.76,69.76
2.5305,9.16,69.81,69.81,69.81,69.81,69.81,69.81,69.81
2.5315,9.16,69.86,69.86,69.86,69.86,69.86,69.86,69.86
2.5325,9.16,69.9,69.9,69.9,69.9,69.9,69.9,69.9
2.5335,9.16,69.95,69.95,69.95,69.95,69.95,69.95,69.95
2.5345,9.16,70.0,70.0,70.0,70.0,70.0,70.0,70.0
2.5355,9.16,70.05,70.05,70.05,70.05,70.05,70.05,70.05
2.5365,9.16,70.1,70.1,70.1,70.1,70.1,70.1,70.1
2.5375,9.16,70.14,70.14,70.14,70.14,70.14,70.14,70.14
2.5385,9.16,70.19,70.19,70.19,70.19,70.19,70.19,70.19
2.5395,9.16,70.24,70.24,70.24,70.24,70.24,70.24,70.24
2.5405,9.16,70.29,70.29,70.29,70.29,70.29,70.29,70.29
2.5415,9.16,70.33,70.33,70.33,70.33,70.33,70.33,70.33
2.5425,9.16,70.38,70.38,70.38,70.38,70.38,70.38,70.38
2.5435,9.16,70.43,70.43,70.43,70.43,70.43,70.43,70.43
2.5445,9.16,70.48,70.48,70.48,70.48,70.48,70.48,70.48
2.5455,9.16,70.52,70.52,70.52,70.52,70.52,70.52,70.52
2.5465,9.16,70.57,70.57,70.57,70.57,70.57,70.57,70.57
2.5475,9.16,70.62,70.62,70.62,70.62,70.62,70.62,70.62
2.5485,9.16,70.67,70.67,70.67,70.67,70.67,70.67,70.67
2.5495,9.16,70.71,70.71,70.71,70.71,70.71,70.71,70.71
2.5505,9.16,70.76,70.76,70.76,70.76,70.76,70.76,70.76
2.5515,9.16,70.81,70.81,70.81,70.81,70.81,70.81,70.81
2.5525,9.16,70.86,70.86,70.86,70.86,70.86,70.86,70.86
2.5535,9.16,70.91,70.91,70.91,70.91,70.91,70.91,70.91
2.5545,9.16,70.95,70.95,70.95,70.95,70.95,70.95,70.95
2.5555,9.16,71.0,71.0,71.0,71.0,71.0,71.0,71.0
2.5565,9.16,71.05,71.05,71.05,71.05,71.05,71.05,71.05
2.5575,9.16,71.1,71.1,71.1,71.1,71.1,71.1,71.1
2.5585,9.16,71.14,71.14,71.14,71.14,71.14,71.14,71.14
2.5595,9.16,71.19,71.19,71.19,71.19,71.19,71.19,71.19
2.5605,9.16,71.24,71.24,71.24,71.24,71.24,71.24,71.24
2.5615,9.16,71.29,71.29,71.29,71.29,71.29,71.29,71.29
2.5625,9.16,71.33,71.33,71.33,71.33,71.33,71.33,71.33
2.5635,9.16,71.38,71.38,71.38,71.38,71.38,71.38,71.38
2.5645,9.16,71.43,71.43,71.43,71.43,71.43,71.43,71.43
2.5655,9.16,71.48,71.48,71.48,71.48,71.48,71.48,71.48
2.5665,9.16,71.53,71.53,71.53,71.53,71.53,71.53,71.53
2.5675,9.16,71.57,71.57,71.57,71.57,71.57,71.57,71.57
2.5685,9.16,71.62,71.62,71.62,71.62,71.62,71.62,71.62
2.5695,9.16,71.67,71.67,71.67,71.67,71.67,71.67,71.67
2.5705,9.16,71.72,71.72,71.72,71.72,71.72,71.72,71.72
2.5715,9.16,71.76,71.76,71.76,71.76,71.76,71.76,71.76
2.5725,9.16,71.81,71.81,71.81,71.81,71.81,71.81,71.81
2.5735,9.16,71.86,71.86,71.86,71.86,71.86,71.86,71.86
2.5745,9.16,71.91,71.91,71.91,71.91,71.91,71.91,71.91
2.5755,9.16,71.95,71.95,71.95,71.95,71.95,71.95,71.95
2.5765,9.16,72.0,72.0,72.0,72.0,72.0,72.0,72.0
2.5775,9.16,72.05,72.05,72.05,72.05,72.05,72.05,72.05
2.5785,9.16,72.1,72.1,72.1,72.1,72.1,72.1,72.1
2.5795,9.16,72.15,72.15,72.15,72.15,72.15,72.15,72.15
2.5805,9.16,72.19,72.19,72.19,72.19,72.19,72.19,72.19
2.5815,9.16,72.24,72.24,72.24,72.24,72.24,72.24,72.24
2.5825,9.16,72.29,72.29,72.29,72.29,72.29,72.29,72.29
2.5835,9.16,72.34,72.34,72.34,72.34,72.34,72.34,72.34
2.5845,9.16,72.38,72.38,72.38,72.38,72.38,72.38,72.38
2.5855,9.16,72.43,72.43,72.43,72.43,72.43,72.43,72.43
2.5865,9.16,72.48,72.48,72.48,72.48,72.48,72.48,72.48
2.5875,9.16,72.53,72.53,72.53,72.53,72.53,72.53,72.53
2.5885,9.16,72.57,72.57,72.57,72.57,72.57,72.57,72.57
2.5895,9.16,72.62,72.62,72.62,72.62,72.62,72.62,72.62
2.5905,9.16,72.67,72.67,72.67,72.67,72.67,72.67,72.67
2.5915,9.16,72.72,72.72,72.72,72.72,72.72,72.72,72.72
2.5925,9.16,72.77,72.77,72.77,72.77,72.77,72.77,72.77
2.5935,9.16,72.81,72.81,72.81,72.81,72.81,72.81,72.81
2.5945,9.16,72.86,72.86,72.86,72.86,72.86,72.86,72.86
2.5955,9.16,72.91,72.91,72.91,72.91,72.91,72.91,72.91
2.5965,9.16,72.96,72.96,72.96,72.96,72.96,72.96,72.96
2.5975,9.16,73.0,73.0,73.0,73.0,73.0,73.0,73.0
2.5985,9.16,73.05,73.05,73.05,73.05,73.05,73.05,73.05
2.5995,9.16,73.1,73.1,73.1,73.1,73.1,73.1,73.1
2.6005,9.16,73.15,73.15,73.15,73.15,73.15,73.15,73.15
2.6015,9.16,73.19,73.19,73.19,73.19,73.19,73.19,73.19
2.6025,9.16,73.24,73.24,73.24,73.24,73.24,73.24,73.24
2.6035,9.16,73.29,73.29,73.29,73.29,73.29,73.29,73.29
2.6045,9.16,73.34,73.34,73.34,73.34,73.34,73.34,73.34
2.6055,9.16,73.39,73.39,73.39,73.39,73.39,73.39,73.39
2.6065,9.16,73.43,73.43,73.43,73.43,73.43,73.43,73.43
2.6075,9.16,73.48,73.48,73.48,73.48,73.48,73.48,73.48
2.6085,9.16,73.53,73.53,73.53,73.53,73.53,73.53,73.53
2.6095,9.16,73.58,73.58,73.58,73.58,73.58,73.58,73.58
2.6105,9.16,73.62,73.62,73.62,73.62,73.62,73.62,73.62
2.6115,9.16,73.67,73.67,73.67,73.67,73.67,73.67,73.67
2.6125,9.16,73.72,73.72,73.72,73.72,73.72,73.72,73.72
2.6135,9.16,73.77,73.77,73.77,73.77,73.77,73.77,73.77
2.6145,9.16,73.81,73.81,73.81,73.81,73.81,73.81,73.81
2.6155,9.16,73.86,73.86,73.86,73.86,73.86,73.86,73.86
2.6165,9.16,73.91,73.91,73.91,73.91,73.91,73.91,73.91
2.6175,9.16,73.96,73.96,73.96,73.96,73.96,73.96,73.96
2.6185,9.16,74.01,74.01,74.01,74.01,74.01,74.01,74.01
2.6195,9.16,74.05,74.05,74.05,74.05,74.05,74.05,74.05
2.6205,9.16,74.1,74.1,74.1,74.1,74.1,74.1,74.1
2.6215,9.16,74.15,74.15,74.15,74.15,74.15,74.15,74.15
2.6225,9.16,74.2,74.2,74.2,74.2,74.2,74.2,74.2
2.6235,9.16,74.24,74.24,74.24,74.24,74.24,74.24,74.24
2.6245,9.16,74.29,74.29,74.29,74.29,74.29,74.29,74.29
2.6255,9.16,74.34,74.34,74.34,74.34,74.34,74.34,74.34
2.6265,9.16,74.39,74.39,74.39,74.39,74.39,74.39,74.39
2.6275,9.16,74.43,74.43,74.43,74.43,74.43,74.43,74.43
2.6285,9.16,74.48,74.48,74.48,74.48,74.48,74.48,74.48
2.6295,9.16,74.53,74.53,74.53,74.53,74.53,74.53,74.53
2.6305,9.16,74.58,74.58,74.58,74.58,74.58,74.58,74.58
2.6315,9.16,74.63,74.63,74.63,74.63,74.63,74.63,74.63
2.6325,9.16,74.67,74.67,74.67,74.67,74.67,74.67,74.67
2.6335,9.16,74.72,74.72,74.72,74.72,74.72,74.72,74.72
2.6345,9.16,74.77,74.77,74.77,74.77,74.77,74.77,74.77
2.6355,9.16,74.82,74.82,74.82,74.82,74.82,74.82,74.82
2.6365,9.16,74.86,74.86,74.86,74.86,74.86,74.86,74.86
2.6375,9.16,74.91,74.91,74.91,74.91,74.91,74.91,74.91
2.6385,9.16,74.96,74.96,74.96,74.96,74.96,74.96,74.96
2.6395,9.16,75.01,75.01,75.01,75.01,75.01,75.01,75.01
2.6405,9.16,75.05,75.05,75.05,75.05,75.05,75.05,75.05
2.6415,9.16,75.1,75.1,75.1,75.1,75.1,75.1,75.1
2.6425,9.16,75.15,75.15,75.15,75.15,75.15,75.15,75.15
2.6435,9.16,75.2,75.2,75.2,75.2,75.2,75.2,75.2
2.6445,9.16,75.24,75.24,75.24,75.24,75.24,75.24,75.24
2.6455,9.16,75.29,75.29,75.29,75.29,75.29,75.29,75.29
2.6465,9.16,75.34,75.34,75.34,75.34,75.34,75.34,75.34
2.6475,9.16,75.39,75.39,75.39,75.39,75.39,75.39,75.39
2.6485,9.16,75.44,75.44,75.44,75.44,75.44,75.44,75.44
2.6495,9.16,75.48,75.48,75.48,75.48,75.48,75.48,75.48
2.6505,9.16,75.53,75.53,75.53,75.53,75.53,75.53,75.53
2.6515,9.16,75.58,75.58,75.58,75.58,75.58,75.58,75.58
2.6525,9.16,75.63,75.63,75.63,75.63,75.63,75.63,75.63
2.6535,9.16,75.67,75.67,75.67,75.67,75.67,75.67,75.67
2.6545,9.16,75.72,75.72,75.72,75.72,75.72,75.72,75.72
2.6555,9.16,75.77,75.77,75.77,75.77,75.77,75.77,75.77
2.6565,9.16,75.82,75.82,75.82,75.82,75.82,75.82,75.82
2.6575,9.16,75.86,75.86,75.86,75.86,75.86,75.86,75.86
2.6585,9.16,75.91,75.91,75.91,75.91,75.91,75.91,75.91
2.6595,9.16,75.96,75.96,75.96,75.96,75.96,75.96,75.96
2.6605,9.16,76.01,76.01,76.01,76.01,76.01,76.01,76.01
2.6615,9.16,76.06,76.06,76.06,76.06,76.06,76.06,76.06
2.6625,9.16,76.1,76.1,76.1,76.1,76.1,76.1,76.1
2.6635,9.16,76.15,76.15,76.15,76.15,76.15,76.15,76.15
2.6645,9.16,76.2,76.2,76.2,76.2,76.2,76.2,76.2
2.6655,9.16,76.25,76.25,76.25,76.25,76.25,76.25,76.25
2.6665,9.16,76.29,76.29,76.29,76.29,76.29,76.29,76.29
2.6675,9.16,76.34,76.34,76.34,76.34,76.34,76.34,76.34
2.6685,9.16,76.39,76.39,76.39,76.39,76.39,76.39,76.39
2.6695,9.16,76.44,76.44,76.44,76.44,76.44,76.44,76.44
2.6705,9.16,76.48,76.48,76.48,76.48,76.48,76.48,76.48
2.6715,9.16,76.53,76.53,76.53,76.53,76.53,76.53,76.53
2.6725,9.16,76.58,76.58,76.58,76.58,76.58,76.58,76.58
2.6735,9.16,76.63,76.63,76.63,76.63,76.63,76.63,76.63
2.6745,9.16,76.68,76.68,76.68,76.68,76.68,76.68,76.68
2.6755,9.16,76.72,76.72,76.72,76.72,76.72,76.72,76.72
2.6765,9.16,76.77,76.77,76.77,76.77,76.77,76.77,76.77
2.6775,9.16,76.82,76.82,76.82,76.82,76.82,76.82,76.82
2.6785,9.16,76.87,76.87,76.87,76.87,76.87,76.87,76.87
2.6795,9.16,76.91,76.91,76.91,76.91,76.91,76.91,76.91
2.6805,9.16,76.96,76.96,76.96,76.96,76.96,76.96,76.96
2.6815,9.16,77.01,77.01,77.01,77.01,77.01,77.01,77.01
2.6825,9.16,77.06,77.06,77.06,77.06,77.06,77.06,77.06
2.6835,9.16,77.1,77.1,77.1,77.1,77.1,77.1,77.1
2.6845,9.16,77.15,77.15,77.15,77.15,77.15,77.15,77.15
2.6855,9.16,77.2,77.2,77.2,77.2,77.2,77.2,77.2
2.6865,9.16,77.25,77.25,77.25,77.25,77.25,77.25,77.25
2.6875,9.16,77.3,77.3,77.3,77.3,77.3,77.3,77.3
2.6885,9.16,77.34,77.34,77.34,77.34,77.34,77.34,77.34
2.6895,9.16,77.39,77.39,77.39,77.39,77.39,77.39,77.39
2.6905,9.16,77.44,77.44,77.44,77.44,77.44,77.44,77.44
2.6915,9.16,77.49,77.49,77.49,77.49,77.49,77.49,77.49
2.6925,9.16,77.53,77.53,77.53,77.53,77.53,77.53,77.53
2.6935,9.16,77.58,77.58,77.58,77.58,77.58,77.58,77.58
2.6945,9.16,77.63,77.63,77.63,77.63,77.63,77.63,77.63
2.6955,9.16,77.68,77.68,77.68,77.68,77.68,77.68,77.68
2.6965,9.16,77.72,77.72,77.72,77.72,77.72,77.72,77.72
2.6975,9.16,77.77,77.77,77.77,77.77,77.77,77.77,77.77
2.6985,9.16,77.82,77.82,77.82,77.82,77.82,77.82,77.82
2.6995,9.16,77.87,77.87,77.87,77.87,77.87,77.87,77.87
2.7005,9.16,77.92,77.92,77.92,77.92,77.92,77.92,77.92
2.7015,9.16,77.96,77.96,77.96,77.96,77.96,77.96,77.96
2.7025,9.16,78.01,78.01,78.01,78.01,78.01,78.01,78.01
2.7035,9.16,78.06,78.06,78.06,78.06,78.06,78.06,78.06
2.7045,9.16,78.11,78.11,78.11,78.11,78.11,78.11,78.11
2.7055,9.16,78.15,78.15,78.15,78.15,78.15,78.15,78.15
2.7065,9.16,78.2,78.2,78.2,78.2,78.2,78.2,78.2
2.7075,9.16,78.25,78.25,78.25,78.25,78.25,78.25,78.25
2.7085,9.16,78.3,78.3,78.3,78.3,78.3,78.3,78.3
2.7095,9.16,78.34,78.34,78.34,78.34,78.34,78.34,78.34
2.7105,9.16,78.39,78.39,78.39,78.39,78.39,78.39,78.39
2.7115,9.16,78.44,78.44,78.44,78.44,78.44,78.44,78.44
2.7125,9.16,78.49,78.49,78.49,78.49,78.49,78.49,78.49
2.7135,9.16,78.54,78.54,78.54,78.54,78.54,78.54,78.54
2.7145,9.16,78.58,78.58,78.58,78.58,78.58,78.58,78.58
2.7155,9.16,78.63,78.63,78.63,78.63,78.63,78.63,78.63
2.7165,9.16,78.68,78.68,78.68,78.68,78.68,78.68,78.68
2.7175,9.16,78.73,78.73,78.73,78.73,78.73,78.73,78.73
2.7185,9.16,78.77,78.77,78.77,78.77,78.77,78.77,78.77
2.7195,9.16,78.82,78.82,78.82,78.82,78.82,78.82,78.82
2.7205,9.16,78.87,78.87,78.87,78.87,78.87,78.87,78.87
2.7215,9.16,78.92,78.92,78.92,78.92,78.92,78.92,78.92
2.7225,9.16,78.96,78.96,78.96,78.96,78.96,78.96,78.96
2.7235,9.16,79.01,79.01,79.01,79.01,79.01,79.01,79.01
2.7245,9.16,79.06,79.06,79.06,79.06,79.06,79.06,79.06
2.7255,9.16,79.11,79.11,79.11,79.11,79.11,79.11,79.11
2.7265,9.16,79.15,79.15,79.15,79.15,79.15,79.15,79.15
2.7275,9.16,79.2,79.2,79.2,79.2,79.2,79.2,79.2
2.7285,9.16,79.25,79.25,79.25,79.25,79.25,79.25,79.25
2.7295,9.16,79.3,79.3,79.3,79.3,79.3,79.3,79.3
2.7305,9.16,79.35,79.35,79.35,79.35,79.35,79.35,79.35
2.7315,9.16,79.39,79.39,79.39,79.39,79.39,79.39,79.39
2.7325,9.16,79.44,79.44,79.44,79.44,79.44,79.44,79.44
2.7335,9.16,79.49,79.49,79.49,79.49,79.49,79.49,79.49
2.7345,9.16,79.54,79.54,79.54,79.54,79.54,79.54,79.54
2.7355,9.16,79.58,79.58,79.58,79.58,79.58,79.58,79.58
2.7365,9.16,79.63,79.63,79.63,79.63,79.63,79.63,79.63
2.7375,9.16,79.68,79.68,79.68,79.68,79.68,79.68,79.68
2.7385,9.16,79.73,79.73,79.73,79.73,79.73,79.73,79.73
2.7395,9.16,79.77,79.77,79.77,79.77,79.77,79.77,79.77
2.7405,9.16,79.82,79.82,79.82,79.82,79.82,79.82,79.82
2.7415,9.16,79.87,79.87,79.87,79.87,79.87,79.87,79.87
2.7425,9.16,79.92,79.92,79.92,79.92,79.92,79.92,79.92
2.7435,9.16,79.97,79.97,79.97,79.97,79.97,79.97,79.97
2.7445,9.16,80.01,80.01,80.01,80.01,80.01,80.01,80.01
2.7455,9.16,80.06,80.06,80.06,80.06,80.06,80.06,80.06
2.7465,9.16,80.11,80.11,80.11,80.11,80.11,80.11,80.11
2.7475,9.16,80.16,80.16,80.16,80.16,80.16,80.16,80.16
2.7485,9.16,80.2,80.2,80.2,80.2,80.2,80.2,80.2
2.7495,9.16,80.25,80.25,80.25,80.25,80.25,80.25,80.25
2.7505,9.16,80.3,80.3,80.3,80.3,80.3,80.3,80.3
2.7515,9.16,80.35,80.35,80.35,80.35,80.35,80.35,80.35
2.7525,9.16,80.39,80.39,80.39,80.39,80.39,80.39,80.39
2.7535,9.16,80.44,80.44,80.44,80.44,80.44,80.44,80.44
2.7545,9.16,80.49,80.49,80.49,80.49,80.49,80.49,80.49
2.7555,9.16,80.54,80.54,80.54,80.54,80.54,80.54,80.54
2.7565,9.16,80.59,80.59,80.59,80.59,80.59,80.59,80.59
2.7575,9.16,80.63,80.63,80.63,80.63,80.63,80.63,80.63
2.7585,9.16,80.68,80.68,80.68,80.68,80.68,80.68,80.68
2.7595,9.16,80.73,80.73,80.73,80.73,80.73,80.73,80.73
2.7605,9.16,80.78,80.78,80.78,80.78,80.78,80.78,80.78
2.7615,9.16,80.82,80.82,80.82,80.82,80.82,80.82,80.82
2.7625,9.16,80.87,80.87,80.87,80.87,80.87,80.87,80.87
2.7635,9.16,80.92,80.92,80.92,80.92,80.92,80.92,80.92
2.7645,9.16,80.97,80.97,80.97,80.97,80.97,80.97,80.97
2.7655,9.16,81.01,81.01,81.01,81.01,81.01,81.01,81.01
2.7665,9.16,81.06,81.06,81.06,81.06,81.06,81.06,81.06
2.7675,9.16,81.11,81.11,81.11,81.11,81.11,81.11,81.11
2.7685,9.16,81.16,81.16,81.16,81.16,81.16,81.16,81.16
2.7695,9.16,81.21,81.21,81.21,81.21,81.21,81.21,81.21
2.7705,9.16,81.25,81.25,81.25,81.25,81.25,81.25,81.25
2.7715,9.16,81.3,81.3,81.3,81.3,81.3,81.3,81.3
2.7725,9.16,81.35,81.35,81.35,81.35,81.35,81.35,81.35
2.7735,9.16,81.4,81.4,81.4,81.4,81.4,81.4,81.4
2.7745,9.16,81.44,81.44,81.44,81.44,81.44,81.44,81.44
2.7755,9.16,81.49,81.49,81.49,81.49,81.49,81.49,81.49
2.7765,9.16,81.54,81.54,81.54,81.54,81.54,81.54,81.54
2.7775,9.16,81.59,81.59,81.59,81.59,81.59,81.59,81.59
2.7785,9.16,81.63,81.63,81.63,81.63,81.63,81.63,81.63
2.7795,9.16,81.68,81.68,81.68,81.68,81.68,81.68,81.68
2.7805,9.16,81.73,81.73,81.73,81.73,81.73,81.73,81.73
2.7815,9.16,81.78,81.78,81.78,81.78,81.78,81.78,81.78
2.7825,9.16,81.83,81.83,81.83,81.83,81.83,81.83,81.83
2.7835,9.16,81.87,81.87,81.87,81.87,81.87,81.87,81.87
2.7845,9.16,81.92,81.92,81.92,81.92,81.92,81.92,81.92
2.7855,9.16,81.97,81.97,81.97,81.97,81.97,81.97,81.97
2.7865,9.16,82.02,82.02,82.02,82.02,82.02,82.02,82.02
2.7875,9.16,82.06,82.06,82.06,82.06,82.06,82.06,82.06
2.7885,9.16,82.11,82.11,82.11,82.11,82.11,82.11,82.11
2.7895,9.16,82.16,82.16,82.16,82.16,82.16,82.16,82.16
2.7905,9.16,82.21,82.21,82.21,82.21,82.21,82.21,82.21
2.7915,9.16,82.25,82.25,82.25,82.25,82.25,82.25,82.25
2.7925,9.16,82.3,82.3,82.3,82.3,82.3,82.3,82.3
2.7935,9.16,82.35,82.35,82.35,82.35,82.35,82.35,82.35
2.7945,9.16,82.4,82.4,82.4,82.4,82.4,82.4,82.4
2.7955,9.16,82.45,82.45,82.45,82.45,82.45,82.45,82.45
2.7965,9.16,82.49,82.49,82.49,82.49,82.49,82.49,82.49
2.7975,9.16,82.54,82.54,82.54,82.54,82.54,82.54,82.54
2.7985,9.16,82.59,82.59,82.59,82.59,82.59,82.59,82.59
2.7995,9.16,82.64,82.64,82.64,82.64,82.64,82.64,82.64
2.8005,9.16,82.68,82.68,82.68,82.68,82.68,82.68,82.68
2.8015,9.16,82.73,82.73,82.73,82.73,82.73,82.73,82.73
2.8025,9.16,82.78,82.78,82.78,82.78,82.78,82.78,82.78
2.8035,9.16,82.83,82.83,82.83,82.83,82.83,82.83,82.83
2.8045,9.16,82.87,82.87,82.87,82.87,82.87,82.87,82.87
2.8055,9.16,82.92,82.92,82.92,82.92,82.92,82.92,82.92
2.8065,9.16,82.97,82.97,82.97,82.97,82.97,82.97,82.97
2.8075,9.16,83.02,83.02,83.02,83.02,83.02,83.02,83.02
2.8085,9.16,83.07,83.07,83.07,83.07,83.07,83.07,83.07
2.8095,9.16,83.11,83.11,83.11,83.11,83.11,83.11,83.11
2.8105,9.16,83.16,83.16,83.16,83.16,83.16,83.16,83.16
2.8115,9.16,83.21,83.21,83.21,83.21,83.21,83.21,83.21
2.8125,9.16,83.26,83.26,83.26,83.26,83.26,83.26,83.26
2.8135,9.16,83.3,83.3,83.3,83.3,83.3,83.3,83.3
2.8145,9.16,83.35,83.35,83.35,83.35,83.35,83.35,83.35
2.8155,9.16,83.4,83.4,83.4,83.4,83.4,83.4,83.4
2.8165,9.16,83.45,83.45,83.45,83.45,83.45,83.45,83.45
2.8175,9.16,83.49,83.49,83.49,83.49,83.49,83.49,83.49
2.8185,9.16,83.54,83.54,83.54,83.54,83.54,83.54,83.54
2.8195,9.16,83.59,83.59,83.59,83.59,83.59,83.59,83.59
2.8205,9.16,83.64,83.64,83.64,83.64,83.64,83.64,83.64
2.8215,9.16,83.68,83.68,83.68,83.68,83.68,83.68,83.68
2.8225,9.16,83.73,83.73,83.73,83.73,83.73,83.73,83.73
2.8235,9.16,83.78,83.78,83.78,83.78,83.78,83.78,83.78
2.8245,9.16,83.83,83.83,83.83,83.83,83.83,83.83,83.83
2.8255,9.16,83.88,83.88,83.88,83.88,83.88,83.88,83.88
2.8265,9.16,83.92,83.92,83.92,83.92,83.92,83.92,83.92
2.8275,9.16,83.97,83.97,83.97,83.97,83.97,83.97,83.97
2.8285,9.16,84.02,84.02,84.02,84.02,84.02,84.02,84.02
2.8295,9.16,84.07,84.07,84.07,84.07,84.07,84.07,84.07
2.8305,9.16,84.11,84.11,84.11,84.11,84.11,84.11,84.11
2.8315,9.16,84.16,84.16,84.16,84.16,84.16,84.16,84.16
2.8325,9.16,84.21,84.21,84.21,84.21,84.21,84.21,84.21
2.8335,9.16,84.26,84.26,84.26,84.26,84.26,84.26,84.26
2.8345,9.16,84.3,84.3,84.3,84.3,84.3,84.3,84.3
2.8355,9.16,84.35,84.35,84.35,84.35,84.35,84.35,84.35
2.8365,9.16,84.4,84.4,84.4,84.4,84.4,84.4,84.4
2.8375,9.16,84.45,84.45,84.45,84.45,84.45,84.45,84.45
2.8385,9.16,84.5,84.5,84.5,84.5,84.5,84.5,84.5
2.8395,9.16,84.54,84.54,84.54,84.54,84.54,84.54,84.54
2.8405,9.16,84.59,84.59,84.59,84.59,84.59,84.59,84.59
2.8415,9.16,84.64,84.64,84.64,84.64,84.64,84.64,84.64
2.8425,9.16,84.69,84.69,84.69,84.69,84.69,84.69,84.69
2.8435,9.16,84.73,84.73,84.73,84.73,84.73,84.73,84.73
2.8445,9.16,84.78,84.78,84.78,84.78,84.78,84.78,84.78
2.8455,9.16,84.83,84.83,84.83,84.83,84.83,84.83,84.83
2.8465,9.16,84.88,84.88,84.88,84.88,84.88,84.88,84.88
2.8475,9.16,84.92,84.92,84.92,84.92,84.92,84.92,84.92
2.8485,9.16,84.97,84.97,84.97,84.97,84.97,84.97,84.97
2.8495,9.16,85.02,85.02,85.02,85.02,85.02,85.02,85.02
2.8505,9.16,85.07,85.07,85.07,85.07,85.07,85.07,85.07
2.8515,9.16,85.12,85.12,85.12,85.12,85.12,85.12,85.12
2.8525,9.16,85.16,85.16,85.16,85.16,85.16,85.16,85.16
2.8535,9.16,85.21,85.21,85.21,85.21,85.21,85.21,85.21
2.8545,9.16,85.26,85.26,85.26,85.26,85.26,85.26,85.26
2.8555,9.16,85.31,85.31,85.31,85.31,85.31,85.31,85.31
2.8565,9.16,85.35,85.35,85.35,85.35,85.35,85.35,85.35
2.8575,9.16,85.4,85.4,85.4,85.4,85.4,85.4,85.4
2.8585,9.16,85.45,85.45,85.45,85.45,85.45,85.45,85.45
2.8595,9.16,85.5,85.5,85.5,85.5,85.5,85.5,85.5
2.8605,9.16,85.54,85.54,85.54,85.54,85.54,85.54,85.54
2.8615,9.16,85.59,85.59,85.59,85.59,85.59,85.59,85.59
2.8625,9.16,85.64,85.64,85.64,85.64,85.64,85.64,85.64
2.8635,9.16,85.69,85.69,85.69,85.69,85.69,85.69,85.69
2.8645,9.16,85.74,85.74,85.74,85.74,85.74,85.74,85.74
2.8655,9.16,85.78,85.78,85.78,85.78,85.78,85.78,85.78
2.8665,9.16,85.83,85.83,85.83,85.83,85.83,85.83,85.83
2.8675,9.16,85.88,85.88,85.88,85.88,85.88,85.88,85.88
2.8685,9.16,85.93,85.93,85.93,85.93,85.93,85.93,85.93
2.8695,9.16,85.97,85.97,85.97,85.97,85.97,85.97,85.97
2.8705,9.16,86.02,86.02,86.02,86.02,86.02,86.02,86.02
2.8715,9.16,86.07,86.07,86.07,86.07,86.07,86.07,86.07
2.8725,9.16,86.12,86.12,86.12,86.12,86.12,86.12,86.12
2.8735,9.16,86.16,86.16,86.16,86.16,86.16,86.16,86.16
2.8745,9.16,86.21,86.21,86.21,86.21,86.21,86.21,86.21
2.8755,9.16,86.26,86.26,86.26,86.26,86.26,86.26,86.26
2.8765,9.16,86.31,86.31,86.31,86.31,86.31,86.31,86.31
2.8775,9.16,86.36,86.36,86.36,86.36,86.36,86.36,86.36
2.8785,9.16,86.4,86.4,86.4,86.4,86.4,86.4,86.4
2.8795,9.16,86.45,86.45,86.45,86.45,86.45,86.45,86.45
2.8805,9.16,86.5,86.5,86.5,86.5,86.5,86.5,86.5
2.8815,9.16,86.55,86.55,86.55,86.55,86.55,86.55,86.55
2.8825,9.16,86.59,86.59,86.59,86.59,86.59,86.59,86.59
2.8835,9.16,86.64,86.64,86.64,86.64,86.64,86.64,86.64
2.8845,9.16,86.69,86.69,86.69,86.69,86.69,86.69,86.69
2.8855,9.16,86.74,86.74,86.74,86.74,86.74,86.74,86.74
2.8865,9.16,86.78,86.78,86.78,86.78,86.78,86.78,86.78
2.8875,9.16,86.83,86.83,86.83,86.83,86.83,86.83,86.83
2.8885,9.16,86.88,86.88,86.88,86.88,86.88,86.88,86.88
2.8895,9.16,86.93,86.93,86.93,86.93,86.93,86.93,86.93
2.8905,9.16,86.98,86.98,86.98,86.98,86.98,86.98,86.98
2.8915,9.16,87.02,87.02,87.02,87.02,87.02,87.02,87.02
2.8925,9.16,87.07,87.07,87.07,87.07,87.07,87.07,87.07
2.8935,9.16,87.12,87.12,87.12,87.12,87.12,87.12,87.12
2.8945,9.16,87.17,87.17,87.17,87.17,87.17,87.17,87.17
2.8955,9.16,87.21,87.21,87.21,87.21,87.21,87.21,87.21
2.8965,9.16,87.26,87.26,87.26,87.26,87.26,87.26,87.26
2.8975,9.16,87.31,87.31,87.31,87.31,87.31,87.31,87.31
2.8985,9.16,87.36,87.36,87.36,87.36,87.36,87.36,87.36
2.8995,9.16,87.4,87.4,87.4,87.4,87.4,87.4,87.4
2.9005,9.16,87.45,87.45,87.45,87.45,87.45,87.45,87.45
2.9015,9.16,87.5,87.5,87.5,87.5,87.5,87.5,87.5
