TimeStamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
5.2945,9.16,201.61,201.61,201.61,201.61,201.61,201.61,201.61
5.2955,9.16,201.65,201.65,201.65,201.65,201.65,201.65,201.65
5.2965,9.16,201.7,201.7,201.7,201.7,201.7,201.7,201.7
5.2975,9.16,201.75,201.75,201.75,201.75,201.75,201.75,201.75
5.2985,9.16,201.8,201.8,201.8,201.8,201.8,201.8,201.8
5.2995,9.16,201.85,201.85,201.85,201.85,201.85,201.85,201.85
5.3005,9.16,201.89,201.89,201.89,201.89,201.89,201.89,201.89
5.3015,9.16,201.94,201.94,201.94,201.94,201.94,201.94,201.94
5.3025,9.16,201.99,201.99,201.99,201.99,201.99,201.99,201.99
5.3035,9.16,202.04,202.04,202.04,202.04,202.04,202.04,202.04
5.3045,9.16,202.08,202.08,202.08,202.08,202.08,202.08,202.08
5.3055,9.16,202.13,202.13,202.13,202.13,202.13,202.13,202.13
5.3065,9.16,202.18,202.18,202.18,202.18,202.18,202.18,202.18
5.3075,9.16,202.23,202.23,202.23,202.23,202.23,202.23,202.23
5.3085,9.16,202.27,202.27,202.27,202.27,202.27,202.27,202.27
5.3095,9.16,202.32,202.32,202.32,202.32,202.32,202.32,202.32
5.3105,9.16,202.37,202.37,202.37,202.37,202.37,202.37,202.37
5.3115,9.16,202.42,202.42,202.42,202.42,202.42,202.42,202.42
5.3125,9.16,202.47,202.47,202.47,202.47,202.47,202.47,202.47
5.3135,9.16,202.51,202.51,202.51,202.51,202.51,202.51,202.51
5.3145,9.16,202.56,202.56,202.56,202.56,202.56,202.56,202.56
5.3155,9.16,202.61,202.61,202.61,202.61,202.61,202.61,202.61
5.3165,9.16,202.66,202.66,202.66,202.66,202.66,202.66,202.66
5.3175,9.16,202.7,202.7,202.7,202.7,202.7,202.7,202.7
5.3185,9.16,202.75,202.75,202.75,202.75,202.75,202.75,202.75
5.3195,9.16,202.8,202.8,202.8,202.8,202.8,202.8,202.8
5.3205,9.16,202.85,202.85,202.85,202.85,202.85,202.85,202.85
5.3215,9.16,202.89,202.89,202.89,202.89,202.89,202.89,202.89
5.3225,9.16,202.94,202.94,202.94,202.94,202.94,202.94,202.94
5.3235,9.16,202.99,202.99,202.99,202.99,202.99,202.99,202.99
5.3245,9.16,203.04,203.04,203.04,203.04,203.04,203.04,203.04
5.3255,9.16,203.08,203.08,203.08,203.08,203.08,203.08,203.08
5.3265,9.16,203.13,203.13,203.13,203.13,203.13,203.13,203.13
5.3275,9.16,203.18,203.18,203.18,203.18,203.18,203.18,203.18
5.3285,9.16,203.23,203.23,203.23,203.23,203.23,203.23,203.23
5.3295,9.16,203.28,203.28,203.28,203.28,203.28,203.28,203.28
5.3305,9.16,203.32,203.32,203.32,203.32,203.32,203.32,203.32
5.3315,9.16,203.37,203.37,203.37,203.37,203.37,203.37,203.37
5.3325,9.16,203.42,203.42,203.42,203.42,203.42,203.42,203.42
5.3335,9.16,203.47,203.47,203.47,203.47,203.47,203.47,203.47
5.3345,9.16,203.51,203.51,203.51,203.51,203.51,203.51,203.51
5.3355,9.16,203.56,203.56,203.56,203.56,203.56,203.56,203.56
5.3365,9.16,203.61,203.61,203.61,203.61,203.61,203.61,203.61
5.3375,9.16,203.66,203.66,203.66,203.66,203.66,203.66,203.66
5.3385,9.16,203.7,203.7,203.7,203.7,203.7,203.7,203.7
5.3395,9.16,203.75,203.75,203.75,203.75,203.75,203.75,203.75
5.3405,9.16,203.8,203.8,203.8,203.8,203.8,203.8,203.8
5.3415,9.16,203.85,203.85,203.85,203.85,203.85,203.85,203.85
5.3425,9.16,203.9,203.9,203.9,203.9,203.9,203.9,203.9
5.3435,9.16,203.94,203.94,203.94,203.94,203.94,203.94,203.94
5.3445,9.16,203.99,203.99,203.99,203.99,203.99,203.99,203.99
5.3455,9.16,204.04,204.04,204.04,204.04,204.04,204.04,204.04
5.3465,9.16,204.09,204.09,204.09,204.09,204.09,204.09,204.09
5.3475,9.16,204.13,204.13,204.13,204.13,204.13,204.13,204.13
5.3485,9.16,204.18,204.18,204.18,204.18,204.18,204.18,204.18
5.3495,9.16,204.23,204.23,204.23,204.23,204.23,204.23,204.23
5.3505,9.16,204.28,204.28,204.28,204.28,204.28,204.28,204.28
5.3515,9.16,204.32,204.32,204.32,204.32,204.32,204.32,204.32
5.3525,9.16,204.37,204.37,204.37,204.37,204.37,204.37,204.37
5.3535,9.16,204.42,204.42,204.42,204.42,204.42,204.42,204.42
5.3545,9.16,204.47,204.47,204.47,204.47,204.47,204.47,204.47
5.3555,9.16,204.52,204.52,204.52,204.52,204.52,204.52,204.52
5.3565,9.16,204.56,204.56,204.56,204.56,204.56,204.56,204.56
5.3575,9.16,204.61,204.61,204.61,204.61,204.61,204.61,204.61
5.3585,9.16,204.66,204.66,204.66,204.66,204.66,204.66,204.66
5.3595,9.16,204.71,204.71,204.71,204.71,204.71,204.71,204.71
5.3605,9.16,204.75,204.75,204.75,204.75,204.75,204.75,204.75
5.3615,9.16,204.8,204.8,204.8,204.8,204.8,204.8,204.8
5.3625,9.16,204.85,204.85,204.85,204.85,204.85,204.85,204.85
5.3635,9.16,204.9,204.9,204.9,204.9,204.9,204.9,204.9
5.3645,9.16,204.94,204.94,204.94,204.94,204.94,204.94,204.94
5.3655,9.16,204.99,204.99,204.99,204.99,204.99,204.99,204.99
5.3665,9.16,205.04,205.04,205.04,205.04,205.04,205.04,205.04
5.3675,9.16,205.09,205.09,205.09,205.09,205.09,205.09,205.09
5.3685,9.16,205.14,205.14,205.14,205.14,205.14,205.14,205.14
5.3695,9.16,205.18,205.18,205.18,205.18,205.18,205.18,205.18
5.3705,9.16,205.23,205.23,205.23,205.23,205.23,205.23,205.23
5.3715,9.16,205.28,205.28,205.28,205.28,205.28,205.28,205.28
5.3725,9.16,205.33,205.33,205.33,205.33,205.33,205.33,205.33
5.3735,9.16,205.37,205.37,205.37,205.37,205.37,205.37,205.37
5.3745,9.16,205.42,205.42,205.42,205.42,205.42,205.42,205.42
5.3755,9.16,205.47,205.47,205.47,205.47,205.47,205.47,205.47
5.3765,9.16,205.52,205.52,205.52,205.52,205.52,205.52,205.52
5.3775,9.16,205.56,205.56,205.56,205.56,205.56,205.56,205.56
5.3785,9.16,205.61,205.61,205.61,205.61,205.61,205.61,205.61
5.3795,9.16,205.66,205.66,205.66,205.66,205.66,205.66,205.66
5.3805,9.16,205.71,205.71,205.71,205.71,205.71,205.71,205.71
5.3815,9.16,205.76,205.76,205.76,205.76,205.76,205.76,205.76
5.3825,9.16,205.8,205.8,205.8,205.8,205.8,205.8,205.8
5.3835,9.16,205.85,205.85,205.85,205.85,205.85,205.85,205.85
5.3845,9.16,205.9,205.9,205.9,205.9,205.9,205.9,205.9
5.3855,9.16,205.95,205.95,205.95,205.95,205.95,205.95,205.95
5.3865,9.16,205.99,205.99,205.99,205.99,205.99,205.99,205.99
5.3875,9.16,206.04,206.04,206.04,206.04,206.04,206.04,206.04
5.3885,9.16,206.09,206.09,206.09,206.09,206.09,206.09,206.09
5.3895,9.16,206.14,206.14,206.14,206.14,206.14,206.14,206.14
5.3905,9.16,206.18,206.18,206.18,206.18,206.18,206.18,206.18
5.3915,9.16,206.23,206.23,206.23,206.23,206.23,206.23,206.23
5.3925,9.16,206.28,206.28,206.28,206.28,206.28,206.28,206.28
5.3935,9.16,206.33,206.33,206.33,206.33,206.33,206.33,206.33
5.3945,9.16,206.38,206.38,206.38,206.38,206.38,206.38,206.38
5.3955,9.16,206.42,206.42,206.42,206.42,206.42,206.42,206.42
5.3965,9.16,206.47,206.47,206.47,206.47,206.47,206.47,206.47
5.3975,9.16,206.52,206.52,206.52,206.52,206.52,206.52,206.52
5.3985,9.16,206.57,206.57,206.57,206.57,206.57,206.57,206.57
5.3995,9.16,206.61,206.61,206.61,206.61,206.61,206.61,206.61
5.4005,9.16,206.66,206.66,206.66,206.66,206.66,206.66,206.66
5.4015,9.16,206.71,206.71,206.71,206.71,206.71,206.71,206.71
5.4025,9.16,206.76,206.76,206.76,206.76,206.76,206.76,206.76
5.4035,9.16,206.8,206.8,206.8,206.8,206.8,206.8,206.8
5.4045,9.16,206.85,206.85,206.85,206.85,206.85,206.85,206.85
5.4055,9.16,206.9,206.9,206.9,206.9,206.9,206.9,206.9
5.4065,9.16,206.95,206.95,206.95,206.95,206.95,206.95,206.95
5.4075,9.16,207.0,207.0,207.0,207.0,207.0,207.0,207.0
5.4085,9.16,207.04,207.04,207.04,207.04,207.04,207.04,207.04
5.4095,9.16,207.09,207.09,207.09,207.09,207.09,207.09,207.09
5.4105,9.16,207.14,207.14,207.14,207.14,207.14,207.14,207.14
5.4115,9.16,207.19,207.19,207.19,207.19,207.19,207.19,207.19
5.4125,9.16,207.23,207.23,207.23,207.23,207.23,207.23,207.23
5.4135,9.16,207.28,207.28,207.28,207.28,207.28,207.28,207.28
5.4145,9.16,207.33,207.33,207.33,207.33,207.33,207.33,207.33
5.4155,9.16,207.38,207.38,207.38,207.38,207.38,207.38,207.38
5.4165,9.16,207.42,207.42,207.42,207.42,207.42,207.42,207.42
5.4175,9.16,207.47,207.47,207.47,207.47,207.47,207.47,207.47
5.4185,9.16,207.52,207.52,207.52,207.52,207.52,207.52,207.52
5.4195,9.16,207.57,207.57,207.57,207.57,207.57,207.57,207.57
5.4205,9.16,207.61,207.61,207.61,207.61,207.61,207.61,207.61
5.4215,9.16,207.66,207.66,207.66,207.66,207.66,207.66,207.66
5.4225,9.16,207.71,207.71,207.71,207.71,207.71,207.71,207.71
5.4235,9.16,207.76,207.76,207.76,207.76,207.76,207.76,207.76
5.4245,9.16,207.81,207.81,207.81,207.81,207.81,207.81,207.81
5.4255,9.16,207.85,207.85,207.85,207.85,207.85,207.85,207.85
5.4265,9.16,207.9,207.9,207.9,207.9,207.9,207.9,207.9
5.4275,9.16,207.95,207.95,207.95,207.95,207.95,207.95,207.95
5.4285,9.16,208.0,208.0,208.0,208.0,208.0,208.0,208.0
5.4295,9.16,208.04,208.04,208.04,208.04,208.04,208.04,208.04
5.4305,9.16,208.09,208.09,208.09,208.09,208.09,208.09,208.09
5.4315,9.16,208.14,208.14,208.14,208.14,208.14,208.14,208.14
5.4325,9.16,208.19,208.19,208.19,208.19,208.19,208.19,208.19
5.4335,9.16,208.23,208.23,208.23,208.23,208.23,208.23,208.23
5.4345,9.16,208.28,208.28,208.28,208.28,208.28,208.28,208.28
5.4355,9.16,208.33,208.33,208.33,208.33,208.33,208.33,208.33
5.4365,9.16,208.38,208.38,208.38,208.38,208.38,208.38,208.38
5.4375,9.16,208.43,208.43,208.43,208.43,208.43,208.43,208.43
5.4385,9.16,208.47,208.47,208.47,208.47,208.47,208.47,208.47
5.4395,9.16,208.52,208.52,208.52,208.52,208.52,208.52,208.52
5.4405,9.16,208.57,208.57,208.57,208.57,208.57,208.57,208.57
5.4415,9.16,208.62,208.62,208.62,208.62,208.62,208.62,208.62
5.4425,9.16,208.66,208.66,208.66,208.66,208.66,208.66,208.66
5.4435,9.16,208.71,208.71,208.71,208.71,208.71,208.71,208.71
5.4445,9.16,208.76,208.76,208.76,208.76,208.76,208.76,208.76
5.4455,9.16,208.81,208.81,208.81,208.81,208.81,208.81,208.81
5.4465,9.16,208.85,208.85,208.85,208.85,208.85,208.85,208.85
5.4475,9.16,208.9,208.9,208.9,208.9,208.9,208.9,208.9
5.4485,9.16,208.95,208.95,208.95,208.95,208.95,208.95,208.95
5.4495,9.16,209.0,209.0,209.0,209.0,209.0,209.0,209.0
5.4505,9.16,209.05,209.05,209.05,209.05,209.05,209.05,209.05
5.4515,9.16,209.09,209.09,209.09,209.09,209.09,209.09,209.09
5.4525,9.16,209.14,209.14,209.14,209.14,209.14,209.14,209.14
5.4535,9.16,209.19,209.19,209.19,209.19,209.19,209.19,209.19
5.4545,9.16,209.24,209.24,209.24,209.24,209.24,209.24,209.24
5.4555,9.16,209.28,209.28,209.28,209.28,209.28,209.28,209.28
5.4565,9.16,209.33,209.33,209.33,209.33,209.33,209.33,209.33
5.4575,9.16,209.38,209.38,209.38,209.38,209.38,209.38,209.38
5.4585,9.16,209.43,209.43,209.43,209.43,209.43,209.43,209.43
5.4595,9.16,209.47,209.47,209.47,209.47,209.47,209.47,209.47
5.4605,9.16,209.52,209.52,209.52,209.52,209.52,209.52,209.52
5.4615,9.16,209.57,209.57,209.57,209.57,209.57,209.57,209.57
5.4625,9.16,209.62,209.62,209.62,209.62,209.62,209.62,209.62
5.4635,9.16,209.67,209.67,209.67,209.67,209.67,209.67,209.67
5.4645,9.16,209.71,209.71,209.71,209.71,209.71,209.71,209.71
5.4655,9.16,209.76,209.76,209.76,209.76,209.76,209.76,209.76
5.4665,9.16,209.81,209.81,209.81,209.81,209.81,209.81,209.81
5.4675,9.16,209.86,209.86,209.86,209.86,209.86,209.86,209.86
5.4685,9.16,209.9,209.9,209.9,209.9,209.9,209.9,209.9
5.4695,9.16,209.95,209.95,209.95,209.95,209.95,209.95,209.95
5.4705,9.16,210.0,210.0,210.0,210.0,210.0,210.0,210.0
5.4715,9.16,210.05,210.05,210.05,210.05,210.05,210.05,210.05
5.4725,9.16,210.09,210.09,210.09,210.09,210.09,210.09,210.09
5.4735,9.16,210.14,210.14,210.14,210.14,210.14,210.14,210.14
5.4745,9.16,210.19,210.19,210.19,210.19,210.19,210.19,210.19
5.4755,9.16,210.24,210.24,210.24,210.24,210.24,210.24,210.24
5.4765,9.16,210.29,210.29,210.29,210.29,210.29,210.29,210.29
5.4775,9.16,210.33,210.33,210.33,210.33,210.33,210.33,210.33
5.4785,9.16,210.38,210.38,210.38,210.38,210.38,210.38,210.38
5.4795,9.16,210.43,210.43,210.43,210.43,210.43,210.43,210.43
5.4805,9.16,210.48,210.48,210.48,210.48,210.48,210.48,210.48
5.4815,9.16,210.52,210.52,210.52,210.52,210.52,210.52,210.52
5.4825,9.16,210.57,210.57,210.57,210.57,210.57,210.57,210.57
5.4835,9.16,210.62,210.62,210.62,210.62,210.62,210.62,210.62
5.4845,9.16,210.67,210.67,210.67,210.67,210.67,210.67,210.67
5.4855,9.16,210.71,210.71,210.71,210.71,210.71,210.71,210.71
5.4865,9.16,210.76,210.76,210.76,210.76,210.76,210.76,210.76
5.4875,9.16,210.81,210.81,210.81,210.81,210.81,210.81,210.81
5.4885,9.16,210.86,210.86,210.86,210.86,210.86,210.86,210.86
5.4895,9.16,210.91,210.91,210.91,210.91,210.91,210.91,210.91
5.4905,9.16,210.95,210.95,210.95,210.95,210.95,210.95,210.95
5.4915,9.16,211.0,211.0,211.0,211.0,211.0,211.0,211.0
5.4925,9.16,211.05,211.05,211.05,211.05,211.05,211.05,211.05
5.4935,9.16,211.1,211.1,211.1,211.1,211.1,211.1,211.1
5.4945,9.16,211.14,211.14,211.14,211.14,211.14,211.14,211.14
5.4955,9.16,211.19,211.19,211.19,211.19,211.19,211.19,211.19
5.4965,9.16,211.24,211.24,211.24,211.24,211.24,211.24,211.24
5.4975,9.16,211.29,211.29,211.29,211.29,211.29,211.29,211.29
5.4985,9.16,211.33,211.33,211.33,211.33,211.33,211.33,211.33
5.4995,9.16,211.38,211.38,211.38,211.38,211.38,211.38,211.38
5.5005,9.16,211.43,211.43,211.43,211.43,211.43,211.43,211.43
5.5015,9.16,211.48,211.48,211.48,211.48,211.48,211.48,211.48
5.5025,9.16,211.52,211.52,211.52,211.52,211.52,211.52,211.52
5.5035,9.16,211.57,211.57,211.57,211.57,211.57,211.57,211.57
5.5045,9.16,211.62,211.62,211.62,211.62,211.62,211.62,211.62
5.5055,9.16,211.67,211.67,211.67,211.67,211.67,211.67,211.67
5.5065,9.16,211.72,211.72,211.72,211.72,211.72,211.72,211.72
5.5075,9.16,211.76,211.76,211.76,211.76,211.76,211.76,211.76
5.5085,9.16,211.81,211.81,211.81,211.81,211.81,211.81,211.81
5.5095,9.16,211.86,211.86,211.86,211.86,211.86,211.86,211.86
5.5105,9.16,211.91,211.91,211.91,211.91,211.91,211.91,211.91
5.5115,9.16,211.95,211.95,211.95,211.95,211.95,211.95,211.95
5.5125,9.16,212.0,212.0,212.0,212.0,212.0,212.0,212.0
5.5135,9.16,212.05,212.05,212.05,212.05,212.05,212.05,212.05
5.5145,9.16,212.1,212.1,212.1,212.1,212.1,212.1,212.1
5.5155,9.16,212.14,212.14,212.14,212.14,212.14,212.14,212.14
5.5165,9.16,212.19,212.19,212.19,212.19,212.19,212.19,212.19
5.5175,9.16,212.24,212.24,212.24,212.24,212.24,212.24,212.24
5.5185,9.16,212.29,212.29,212.29,212.29,212.29,212.29,212.29
5.5195,9.16,212.34,212.34,212.34,212.34,212.34,212.34,212.34
5.5205,9.16,212.38,212.38,212.38,212.38,212.38,212.38,212.38
5.5215,9.16,212.43,212.43,212.43,212.43,212.43,212.43,212.43
5.5225,9.16,212.48,212.48,212.48,212.48,212.48,212.48,212.48
5.5235,9.16,212.53,212.53,212.53,212.53,212.53,212.53,212.53
5.5245,9.16,212.57,212.57,212.57,212.57,212.57,212.57,212.57
5.5255,9.16,212.62,212.62,212.62,212.62,212.62,212.62,212.62
5.5265,9.16,212.67,212.67,212.67,212.67,212.67,212.67,212.67
5.5275,9.16,212.72,212.72,212.72,212.72,212.72,212.72,212.72
5.5285,9.16,212.76,212.76,212.76,212.76,212.76,212.76,212.76
5.5295,9.16,212.81,212.81,212.81,212.81,212.81,212.81,212.81
5.5305,9.16,212.86,212.86,212.86,212.86,212.86,212.86,212.86
5.5315,9.16,212.91,212.91,212.91,212.91,212.91,212.91,212.91
5.5325,9.16,212.96,212.96,212.96,212.96,212.96,212.96,212.96
5.5335,9.16,213.0,213.0,213.0,213.0,213.0,213.0,213.0
5.5345,9.16,213.05,213.05,213.05,213.05,213.05,213.05,213.05
5.5355,9.16,213.1,213.1,213.1,213.1,213.1,213.1,213.1
5.5365,9.16,213.15,213.15,213.15,213.15,213.15,213.15,213.15
5.5375,9.16,213.19,213.19,213.19,213.19,213.19,213.19,213.19
5.5385,9.16,213.24,213.24,213.24,213.24,213.24,213.24,213.24
5.5395,9.16,213.29,213.29,213.29,213.29,213.29,213.29,213.29
5.5405,9.16,213.34,213.34,213.34,213.34,213.34,213.34,213.34
5.5415,9.16,213.38,213.38,213.38,213.38,213.38,213.38,213.38
5.5425,9.16,213.43,213.43,213.43,213.43,213.43,213.43,213.43
5.5435,9.16,213.48,213.48,213.48,213.48,213.48,213.48,213.48
5.5445,9.16,213.53,213.53,213.53,213.53,213.53,213.53,213.53
5.5455,9.16,213.58,213.58,213.58,213.58,213.58,213.58,213.58
5.5465,9.16,213.62,213.62,213.62,213.62,213.62,213.62,213.62
5.5475,9.16,213.67,213.67,213.67,213.67,213.67,213.67,213.67
5.5485,9.16,213.72,213.72,213.72,213.72,213.72,213.72,213.72
5.5495,9.16,213.77,213.77,213.77,213.77,213.77,213.77,213.77
5.5505,9.16,213.81,213.81,213.81,213.81,213.81,213.81,213.81
5.5515,9.16,213.86,213.86,213.86,213.86,213.86,213.86,213.86
5.5525,9.16,213.91,213.91,213.91,213.91,213.91,213.91,213.91
5.5535,9.16,213.96,213.96,213.96,213.96,213.96,213.96,213.96
5.5545,9.16,214.0,214.0,214.0,214.0,214.0,214.0,214.0
5.5555,9.16,214.05,214.05,214.05,214.05,214.05,214.05,214.05
5.5565,9.16,214.1,214.1,214.1,214.1,214.1,214.1,214.1
5.5575,9.16,214.15,214.15,214.15,214.15,214.15,214.15,214.15
5.5585,9.16,214.2,214.2,214.2,214.2,214.2,214.2,214.2
5.5595,9.16,214.24,214.24,214.24,214.24,214.24,214.24,214.24
5.5605,9.16,214.29,214.29,214.29,214.29,214.29,214.29,214.29
5.5615,9.16,214.34,214.34,214.34,214.34,214.34,214.34,214.34
5.5625,9.16,214.39,214.39,214.39,214.39,214.39,214.39,214.39
5.5635,9.16,214.43,214.43,214.43,214.43,214.43,214.43,214.43
5.5645,9.16,214.48,214.48,214.48,214.48,214.48,214.48,214.48
5.5655,9.16,214.53,214.53,214.53,214.53,214.53,214.53,214.53
5.5665,9.16,214.58,214.58,214.58,214.58,214.58,214.58,214.58
5.5675,9.16,214.62,214.62,214.62,214.62,214.62,214.62,214.62
5.5685,9.16,214.67,214.67,214.67,214.67,214.67,214.67,214.67
5.5695,9.16,214.72,214.72,214.72,214.72,214.72,214.72,214.72
5.5705,9.16,214.77,214.77,214.77,214.77,214.77,214.77,214.77
5.5715,9.16,214.82,214.82,214.82,214.82,214.82,214.82,214.82
5.5725,9.16,214.86,214.86,214.86,214.86,214.86,214.86,214.86
5.5735,9.16,214.91,214.91,214.91,214.91,214.91,214.91,214.91
5.5745,9.16,214.96,214.96,214.96,214.96,214.96,214.96,214.96
5.5755,9.16,215.01,215.01,215.01,215.01,215.01,215.01,215.01
5.5765,9.16,215.05,215.05,215.05,215.05,215.05,215.05,215.05
5.5775,9.16,215.1,215.1,215.1,215.1,215.1,215.1,215.1
5.5785,9.16,215.15,215.15,215.15,215.15,215.15,215.15,215.15
5.5795,9.16,215.2,215.2,215.2,215.2,215.2,215.2,215.2
5.5805,9.16,215.24,215.24,215.24,215.24,215.24,215.24,215.24
5.5815,9.16,215.29,215.29,215.29,215.29,215.29,215.29,215.29
5.5825,9.16,215.34,215.34,215.34,215.34,215.34,215.34,215.34
5.5835,9.16,215.39,215.39,215.39,215.39,215.39,215.39,215.39
5.5845,9.16,215.44,215.44,215.44,215.44,215.44,215.44,215.44
5.5855,9.16,215.48,215.48,215.48,215.48,215.48,215.48,215.48
5.5865,9.16,215.53,215.53,215.53,215.53,215.53,215.53,215.53
5.5875,9.16,215.58,215.58,215.58,215.58,215.58,215.58,215.58
5.5885,9.16,215.63,215.63,215.63,215.63,215.63,215.63,215.63
5.5895,9.16,215.67,215.67,215.67,215.67,215.67,215.67,215.67
5.5905,9.16,215.72,215.72,215.72,215.72,215.72,215.72,215.72
5.5915,9.16,215.77,215.77,215.77,215.77,215.77,215.77,215.77
5.5925,9.16,215.82,215.82,215.82,215.82,215.82,215.82,215.82
5.5935,9.16,215.86,215.86,215.86,215.86,215.86,215.86,215.86
5.5945,9.16,215.91,215.91,215.91,215.91,215.91,215.91,215.91
5.5955,9.16,215.96,215.96,215.96,215.96,215.96,215.96,215.96
5.5965,9.16,216.01,216.01,216.01,216.01,216.01,216.01,216.01
5.5975,9.16,216.05,216.05,216.05,216.05,216.05,216.05,216.05
5.5985,9.16,216.1,216.1,216.1,216.1,216.1,216.1,216.1
5.5995,9.16,216.15,216.15,216.15,216.15,216.15,216.15,216.15
5.6005,9.16,216.2,216.2,216.2,216.2,216.2,216.2,216.2
5.6015,9.16,216.25,216.25,216.25,216.25,216.25,216.25,216.25
5.6025,9.16,216.29,216.29,216.29,216.29,216.29,216.29,216.29
5.6035,9.16,216.34,216.34,216.34,216.34,216.34,216.34,216.34
5.6045,9.16,216.39,216.39,216.39,216.39,216.39,216.39,216.39
5.6055,9.16,216.44,216.44,216.44,216.44,216.44,216.44,216.44
5.6065,9.16,216.48,216.48,216.48,216.48,216.48,216.48,216.48
5.6075,9.16,216.53,216.53,216.53,216.53,216.53,216.53,216.53
5.6085,9.16,216.58,216.58,216.58,216.58,216.58,216.58,216.58
5.6095,9.16,216.63,216.63,216.63,216.63,216.63,216.63,216.63
5.6105,9.16,216.67,216.67,216.67,216.67,216.67,216.67,216.67
5.6115,9.16,216.72,216.72,216.72,216.72,216.72,216.72,216.72
5.6125,9.16,216.77,216.77,216.77,216.77,216.77,216.77,216.77
5.6135,9.16,216.82,216.82,216.82,216.82,216.82,216.82,216.82
5.6145,9.16,216.87,216.87,216.87,216.87,216.87,216.87,216.87
5.6155,9.16,216.91,216.91,216.91,216.91,216.91,216.91,216.91
5.6165,9.16,216.96,216.96,216.96,216.96,216.96,216.96,216.96
5.6175,9.16,217.01,217.01,217.01,217.01,217.01,217.01,217.01
5.6185,9.16,217.06,217.06,217.06,217.06,217.06,217.06,217.06
5.6195,9.16,217.1,217.1,217.1,217.1,217.1,217.1,217.1
5.6205,9.16,217.15,217.15,217.15,217.15,217.15,217.15,217.15
5.6215,9.16,217.2,217.2,217.2,217.2,217.2,217.2,217.2
5.6225,9.16,217.25,217.25,217.25,217.25,217.25,217.25,217.25
5.6235,9.16,217.29,217.29,217.29,217.29,217.29,217.29,217.29
5.6245,9.16,217.34,217.34,217.34,217.34,217.34,217.34,217.34
5.6255,9.16,217.39,217.39,217.39,217.39,217.39,217.39,217.39
5.6265,9.16,217.44,217.44,217.44,217.44,217.44,217.44,217.44
5.6275,9.16,217.49,217.49,217.49,217.49,217.49,217.49,217.49
5.6285,9.16,217.53,217.53,217.53,217.53,217.53,217.53,217.53
5.6295,9.16,217.58,217.58,217.58,217.58,217.58,217.58,217.58
5.6305,9.16,217.63,217.63,217.63,217.63,217.63,217.63,217.63
5.6315,9.16,217.68,217.68,217.68,217.68,217.68,217.68,217.68
5.6325,9.16,217.72,217.72,217.72,217.72,217.72,217.72,217.72
5.6335,9.16,217.77,217.77,217.77,217.77,217.77,217.77,217.77
5.6345,9.16,217.82,217.82,217.82,217.82,217.82,217.82,217.82
5.6355,9.16,217.87,217.87,217.87,217.87,217.87,217.87,217.87
5.6365,9.16,217.91,217.91,217.91,217.91,217.91,217.91,217.91
5.6375,9.16,217.96,217.96,217.96,217.96,217.96,217.96,217.96
5.6385,9.16,218.01,218.01,218.01,218.01,218.01,218.01,218.01
5.6395,9.16,218.06,218.06,218.06,218.06,218.06,218.06,218.06
5.6405,9.16,218.11,218.11,218.11,218.11,218.11,218.11,218.11
5.6415,9.16,218.15,218.15,218.15,218.15,218.15,218.15,218.15
5.6425,9.16,218.2,218.2,218.2,218.2,218.2,218.2,218.2
5.6435,9.16,218.25,218.25,218.25,218.25,218.25,218.25,218.25
5.6445,9.16,218.3,218.3,218.3,218.3,218.3,218.3,218.3
5.6455,9.16,218.34,218.34,218.34,218.34,218.34,218.34,218.34
5.6465,9.16,218.39,218.39,218.39,218.39,218.39,218.39,218.39
5.6475,9.16,218.44,218.44,218.44,218.44,218.44,218.44,218.44
5.6485,9.16,218.49,218.49,218.49,218.49,218.49,218.49,218.49
5.6495,9.16,218.53,218.53,218.53,218.53,218.53,218.53,218.53
5.6505,9.16,218.58,218.58,218.58,218.58,218.58,218.58,218.58
5.6515,9.16,218.63,218.63,218.63,218.63,218.63,218.63,218.63
5.6525,9.16,218.68,218.68,218.68,218.68,218.68,218.68,218.68
5.6535,9.16,218.73,218.73,218.73,218.73,218.73,218.73,218.73
5.6545,9.16,218.77,218.77,218.77,218.77,218.77,218.77,218.77
5.6555,9.16,218.82,218.82,218.82,218.82,218.82,218.82,218.82
5.6565,9.16,218.87,218.87,218.87,218.87,218.87,218.87,218.87
5.6575,9.16,218.92,218.92,218.92,218.92,218.92,218.92,218.92
5.6585,9.16,218.96,218.96,218.96,218.96,218.96,218.96,218.96
5.6595,9.16,219.01,219.01,219.01,219.01,219.01,219.01,219.01
5.6605,9.16,219.06,219.06,219.06,219.06,219.06,219.06,219.06
5.6615,9.16,219.11,219.11,219.11,219.11,219.11,219.11,219.11
5.6625,9.16,219.15,219.15,219.15,219.15,219.15,219.15,219.15
5.6635,9.16,219.2,219.2,219.2,219.2,219.2,219.2,219.2
5.6645,9.16,219.25,219.25,219.25,219.25,219.25,219.25,219.25
5.6655,9.16,219.3,219.3,219.3,219.3,219.3,219.3,219.3
5.6665,9.16,219.35,219.35,219.35,219.35,219.35,219.35,219.35
5.6675,9.16,219.39,219.39,219.39,219.39,219.39,219.39,219.39
5.6685,9.16,219.44,219.44,219.44,219.44,219.44,219.44,219.44
5.6695,9.16,219.49,219.49,219.49,219.49,219.49,219.49,219.49
5.6705,9.16,219.54,219.54,219.54,219.54,219.54,219.54,219.54
